1;2;3;4;5;6;7;8;9;10
$d_1$, μμ;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4
$d_2$, μμ;0.36;0.35;0.36;0.35;0.36;0.36;0.36;0.36;0.36;0.37
