N,time
100,0
5100,18
10100,73
15100,164
20100,292
25100,454
30100,650
35100,888
40100,1157
45100,1465
50100,1817
55100,2207
60100,2640
65100,3095
70100,3561
75100,4075
80100,4628
85100,5214
90100,5855
95100,6528
