time,position,velocity,energy
0,1,-0.01,0.50005
0.01,0.9999,-0.02,0.5001
0.02,0.9997,-0.029999,0.50015
0.03,0.9994,-0.039996,0.5002
0.04,0.999,-0.04999,0.50025
0.05,0.9985,-0.05998,0.5003
0.06,0.9979,-0.069965,0.50035
0.07,0.997201,-0.079944,0.5004
0.08,0.996401,-0.089916,0.50045
0.09,0.995502,-0.09988,0.5005
0.1,0.994503,-0.109835,0.50055
0.11,0.993405,-0.11978,0.5006
0.12,0.992207,-0.129714,0.50065
0.13,0.99091,-0.139636,0.5007
0.14,0.989514,-0.149545,0.500751
0.15,0.988018,-0.15944,0.500801
0.16,0.986424,-0.169321,0.500851
0.17,0.984731,-0.179185,0.500901
0.18,0.982939,-0.189032,0.500951
0.19,0.981048,-0.198862,0.501001
0.2,0.97906,-0.208672,0.501051
0.21,0.976973,-0.218463,0.501101
0.22,0.974788,-0.228232,0.501151
0.23,0.972506,-0.23798,0.501201
0.24,0.970126,-0.247705,0.501252
0.25,0.967649,-0.257407,0.501302
0.26,0.965075,-0.267083,0.501352
0.27,0.962404,-0.276734,0.501402
0.28,0.959637,-0.286358,0.501452
0.29,0.956773,-0.295954,0.501502
0.3,0.953814,-0.305522,0.501552
0.31,0.950759,-0.31506,0.501602
0.32,0.947608,-0.324568,0.501653
0.33,0.944362,-0.334044,0.501703
0.34,0.941022,-0.343487,0.501753
0.35,0.937587,-0.352898,0.501803
0.36,0.934058,-0.362273,0.501853
0.37,0.930435,-0.371614,0.501904
0.38,0.926719,-0.380918,0.501954
0.39,0.92291,-0.390186,0.502004
0.4,0.919008,-0.399415,0.502054
0.41,0.915014,-0.408605,0.502104
0.42,0.910928,-0.417755,0.502155
0.43,0.90675,-0.426864,0.502205
0.44,0.902482,-0.435932,0.502255
0.45,0.898123,-0.444957,0.502305
0.46,0.893673,-0.453938,0.502355
0.47,0.889134,-0.462874,0.502406
0.48,0.884505,-0.471766,0.502456
0.49,0.879787,-0.480611,0.502506
0.5,0.874981,-0.489409,0.502556
0.51,0.870087,-0.498159,0.502607
0.52,0.865105,-0.506859,0.502657
0.53,0.860037,-0.51551,0.502707
0.54,0.854882,-0.524111,0.502757
0.55,0.849641,-0.53266,0.502808
0.56,0.844314,-0.541156,0.502858
0.57,0.838902,-0.549599,0.502908
0.58,0.833406,-0.557988,0.502959
0.59,0.827827,-0.566322,0.503009
0.6,0.822163,-0.574601,0.503059
0.61,0.816417,-0.582822,0.503109
0.62,0.810589,-0.590986,0.50316
0.63,0.804679,-0.599092,0.50321
0.64,0.798688,-0.607139,0.50326
0.65,0.792617,-0.615126,0.503311
0.66,0.786466,-0.623052,0.503361
0.67,0.780235,-0.630917,0.503411
0.68,0.773926,-0.638719,0.503462
0.69,0.767539,-0.646458,0.503512
0.7,0.761074,-0.654134,0.503562
0.71,0.754533,-0.661745,0.503613
0.72,0.747915,-0.66929,0.503663
0.73,0.741223,-0.676769,0.503714
0.74,0.734455,-0.684181,0.503764
0.75,0.727613,-0.691526,0.503814
0.76,0.720698,-0.698802,0.503865
0.77,0.71371,-0.706009,0.503915
0.78,0.70665,-0.713146,0.503965
0.79,0.699518,-0.720212,0.504016
0.8,0.692316,-0.727208,0.504066
0.81,0.685044,-0.734131,0.504117
0.82,0.677703,-0.740981,0.504167
0.83,0.670293,-0.747758,0.504217
0.84,0.662815,-0.754461,0.504268
0.85,0.655271,-0.761089,0.504318
0.86,0.64766,-0.767642,0.504369
0.87,0.639983,-0.774119,0.504419
0.88,0.632242,-0.780518,0.50447
0.89,0.624437,-0.786841,0.50452
0.9,0.616569,-0.793085,0.504571
0.91,0.608638,-0.799251,0.504621
0.92,0.600645,-0.805337,0.504671
0.93,0.592592,-0.811344,0.504722
0.94,0.584478,-0.81727,0.504772
0.95,0.576306,-0.823115,0.504823
0.96,0.568075,-0.828878,0.504873
0.97,0.559786,-0.834558,0.504924
0.98,0.55144,-0.840156,0.504974
0.99,0.543039,-0.845671,0.505025
1,0.534582,-0.851101,0.505075
1.01,0.526071,-0.856447,0.505126
1.02,0.517506,-0.861707,0.505176
1.03,0.508889,-0.866883,0.505227
1.04,0.500221,-0.871971,0.505277
1.05,0.491501,-0.876974,0.505328
1.06,0.482731,-0.881889,0.505378
1.07,0.473912,-0.886716,0.505429
1.08,0.465045,-0.891455,0.50548
1.09,0.456131,-0.896106,0.50553
1.1,0.447169,-0.900667,0.505581
1.11,0.438163,-0.905139,0.505631
1.12,0.429111,-0.90952,0.505682
1.13,0.420016,-0.913811,0.505732
1.14,0.410878,-0.918011,0.505783
1.15,0.401698,-0.92212,0.505833
1.16,0.392477,-0.926137,0.505884
1.17,0.383215,-0.930062,0.505935
1.18,0.373915,-0.933894,0.505985
1.19,0.364576,-0.937633,0.506036
1.2,0.355199,-0.941279,0.506086
1.21,0.345787,-0.944831,0.506137
1.22,0.336338,-0.948289,0.506188
1.23,0.326856,-0.951652,0.506238
1.24,0.317339,-0.954921,0.506289
1.25,0.30779,-0.958094,0.50634
1.26,0.298209,-0.961172,0.50639
1.27,0.288597,-0.964154,0.506441
1.28,0.278956,-0.96704,0.506491
1.29,0.269285,-0.96983,0.506542
1.3,0.259587,-0.972523,0.506593
1.31,0.249862,-0.975118,0.506643
1.32,0.24011,-0.977617,0.506694
1.33,0.230334,-0.980018,0.506745
1.34,0.220534,-0.982322,0.506795
1.35,0.210711,-0.984527,0.506846
1.36,0.200866,-0.986634,0.506897
1.37,0.190999,-0.988643,0.506947
1.38,0.181113,-0.990553,0.506998
1.39,0.171207,-0.992364,0.507049
1.4,0.161284,-0.994076,0.5071
1.41,0.151343,-0.995689,0.50715
1.42,0.141386,-0.997202,0.507201
1.43,0.131414,-0.998616,0.507252
1.44,0.121428,-0.99993,0.507302
1.45,0.111429,-1.00114,0.507353
1.46,0.101417,-1.00226,0.507404
1.47,0.0913945,-1.00327,0.507455
1.48,0.0813618,-1.00419,0.507505
1.49,0.0713199,-1.005,0.507556
1.5,0.0612699,-1.00571,0.507607
1.51,0.0512128,-1.00633,0.507658
1.52,0.0411495,-1.00684,0.507708
1.53,0.0310812,-1.00725,0.507759
1.54,0.0210087,-1.00756,0.50781
1.55,0.0109331,-1.00777,0.507861
1.56,0.000855345,-1.00788,0.507912
1.57,-0.00922346,-1.00789,0.507962
1.58,-0.0193023,-1.0078,0.508013
1.59,-0.0293803,-1.0076,0.508064
1.6,-0.0394563,-1.00731,0.508115
1.61,-0.0495294,-1.00692,0.508166
1.62,-0.0595986,-1.00642,0.508216
1.63,-0.0696628,-1.00582,0.508267
1.64,-0.079721,-1.00513,0.508318
1.65,-0.0897723,-1.00433,0.508369
1.66,-0.0998156,-1.00343,0.50842
1.67,-0.10985,-1.00243,0.508471
1.68,-0.119874,-1.00134,0.508521
1.69,-0.129888,-1.00014,0.508572
1.7,-0.139889,-0.998838,0.508623
1.71,-0.149877,-0.997439,0.508674
1.72,-0.159852,-0.99594,0.508725
1.73,-0.169811,-0.994342,0.508776
1.74,-0.179755,-0.992644,0.508827
1.75,-0.189681,-0.990846,0.508877
1.76,-0.199589,-0.988949,0.508928
1.77,-0.209479,-0.986953,0.508979
1.78,-0.219348,-0.984859,0.50903
1.79,-0.229197,-0.982665,0.509081
1.8,-0.239024,-0.980373,0.509132
1.81,-0.248827,-0.977983,0.509183
1.82,-0.258607,-0.975495,0.509234
1.83,-0.268362,-0.972909,0.509285
1.84,-0.278091,-0.970225,0.509336
1.85,-0.287794,-0.967444,0.509387
1.86,-0.297468,-0.964566,0.509437
1.87,-0.307114,-0.961591,0.509488
1.88,-0.31673,-0.95852,0.509539
1.89,-0.326315,-0.955353,0.50959
1.9,-0.335868,-0.95209,0.509641
1.91,-0.345389,-0.948731,0.509692
1.92,-0.354877,-0.945277,0.509743
1.93,-0.364329,-0.941729,0.509794
1.94,-0.373747,-0.938085,0.509845
1.95,-0.383127,-0.934348,0.509896
1.96,-0.392471,-0.930516,0.509947
1.97,-0.401776,-0.926592,0.509998
1.98,-0.411042,-0.922574,0.510049
1.99,-0.420268,-0.918464,0.5101
2,-0.429452,-0.914261,0.510151
2.01,-0.438595,-0.909966,0.510202
2.02,-0.447695,-0.90558,0.510253
2.03,-0.45675,-0.901103,0.510304
2.04,-0.465761,-0.896536,0.510355
2.05,-0.474727,-0.891878,0.510406
2.06,-0.483646,-0.887131,0.510457
2.07,-0.492517,-0.882295,0.510508
2.08,-0.50134,-0.877369,0.510559
2.09,-0.510114,-0.872356,0.51061
2.1,-0.518837,-0.867255,0.510662
2.11,-0.52751,-0.862067,0.510713
2.12,-0.53613,-0.856791,0.510764
2.13,-0.544698,-0.85143,0.510815
2.14,-0.553213,-0.845983,0.510866
2.15,-0.561672,-0.840451,0.510917
2.16,-0.570077,-0.834834,0.510968
2.17,-0.578425,-0.829134,0.511019
2.18,-0.586717,-0.823349,0.51107
2.19,-0.59495,-0.817482,0.511121
2.2,-0.603125,-0.811533,0.511172
2.21,-0.61124,-0.805501,0.511224
2.22,-0.619295,-0.799389,0.511275
2.23,-0.627289,-0.793196,0.511326
2.24,-0.635221,-0.786923,0.511377
2.25,-0.64309,-0.780571,0.511428
2.26,-0.650896,-0.77414,0.511479
2.27,-0.658637,-0.767631,0.51153
2.28,-0.666314,-0.761045,0.511582
2.29,-0.673924,-0.754382,0.511633
2.3,-0.681468,-0.747642,0.511684
2.31,-0.688944,-0.740828,0.511735
2.32,-0.696353,-0.733938,0.511786
2.33,-0.703692,-0.726975,0.511837
2.34,-0.710962,-0.719938,0.511889
2.35,-0.718161,-0.712828,0.51194
2.36,-0.72529,-0.705647,0.511991
2.37,-0.732346,-0.698394,0.512042
2.38,-0.73933,-0.69107,0.512093
2.39,-0.746241,-0.683677,0.512145
2.4,-0.753077,-0.676214,0.512196
2.41,-0.75984,-0.668684,0.512247
2.42,-0.766526,-0.661085,0.512298
2.43,-0.773137,-0.65342,0.512349
2.44,-0.779671,-0.645689,0.512401
2.45,-0.786128,-0.637892,0.512452
2.46,-0.792507,-0.630031,0.512503
2.47,-0.798808,-0.622106,0.512554
2.48,-0.805029,-0.614117,0.512606
2.49,-0.81117,-0.606067,0.512657
2.5,-0.81723,-0.597956,0.512708
2.51,-0.82321,-0.589783,0.512759
2.52,-0.829108,-0.581551,0.512811
2.53,-0.834923,-0.57326,0.512862
2.54,-0.840656,-0.564911,0.512913
2.55,-0.846305,-0.556504,0.512965
2.56,-0.85187,-0.548041,0.513016
2.57,-0.85735,-0.539522,0.513067
2.58,-0.862746,-0.530949,0.513118
2.59,-0.868055,-0.522322,0.51317
2.6,-0.873278,-0.513641,0.513221
2.61,-0.878415,-0.504908,0.513272
2.62,-0.883464,-0.496124,0.513324
2.63,-0.888425,-0.487289,0.513375
2.64,-0.893298,-0.478405,0.513426
2.65,-0.898082,-0.469472,0.513478
2.66,-0.902777,-0.460491,0.513529
2.67,-0.907382,-0.451464,0.51358
2.68,-0.911896,-0.44239,0.513632
2.69,-0.91632,-0.433271,0.513683
2.7,-0.920653,-0.424108,0.513735
2.71,-0.924894,-0.414901,0.513786
2.72,-0.929043,-0.405652,0.513837
2.73,-0.9331,-0.396362,0.513889
2.74,-0.937063,-0.387031,0.51394
2.75,-0.940934,-0.37766,0.513991
2.76,-0.94471,-0.368251,0.514043
2.77,-0.948393,-0.358804,0.514094
2.78,-0.951981,-0.34932,0.514146
2.79,-0.955474,-0.3398,0.514197
2.8,-0.958872,-0.330245,0.514249
2.81,-0.962174,-0.320656,0.5143
2.82,-0.965381,-0.311035,0.514351
2.83,-0.968491,-0.301381,0.514403
2.84,-0.971505,-0.291696,0.514454
2.85,-0.974422,-0.281981,0.514506
2.86,-0.977242,-0.272237,0.514557
2.87,-0.979964,-0.262464,0.514609
2.88,-0.982589,-0.252665,0.51466
2.89,-0.985115,-0.242839,0.514712
2.9,-0.987544,-0.232988,0.514763
2.91,-0.989874,-0.223112,0.514814
2.92,-0.992105,-0.213213,0.514866
2.93,-0.994237,-0.203292,0.514917
2.94,-0.99627,-0.19335,0.514969
2.95,-0.998203,-0.183387,0.51502
2.96,-1.00004,-0.173405,0.515072
2.97,-1.00177,-0.163405,0.515123
2.98,-1.00341,-0.153387,0.515175
2.99,-1.00494,-0.143353,0.515226
3,-1.00637,-0.133304,0.515278
3.01,-1.00771,-0.12324,0.51533
3.02,-1.00894,-0.113163,0.515381
3.03,-1.01007,-0.103074,0.515433
3.04,-1.0111,-0.0929729,0.515484
3.05,-1.01203,-0.0828619,0.515536
3.06,-1.01286,-0.0727416,0.515587
3.07,-1.01359,-0.062613,0.515639
3.08,-1.01421,-0.0524771,0.51569
3.09,-1.01474,-0.042335,0.515742
3.1,-1.01516,-0.0321876,0.515794
3.11,-1.01548,-0.022036,0.515845
3.12,-1.0157,-0.0118812,0.515897
3.13,-1.01582,-0.00172417,0.515948
3.14,-1.01584,0.00843405,0.516
3.15,-1.01575,0.0185924,0.516051
3.16,-1.01557,0.02875,0.516103
3.17,-1.01528,0.0389057,0.516155
3.18,-1.01489,0.0490585,0.516206
3.19,-1.0144,0.0592074,0.516258
3.2,-1.01381,0.0693514,0.51631
3.21,-1.01312,0.0794895,0.516361
3.22,-1.01232,0.0896207,0.516413
3.23,-1.01142,0.0997439,0.516464
3.24,-1.01043,0.109858,0.516516
3.25,-1.00933,0.119962,0.516568
3.26,-1.00813,0.130056,0.516619
3.27,-1.00683,0.140137,0.516671
3.28,-1.00543,0.150205,0.516723
3.29,-1.00393,0.16026,0.516774
3.3,-1.00232,0.170299,0.516826
3.31,-1.00062,0.180322,0.516878
3.32,-0.998816,0.190328,0.516929
3.33,-0.996913,0.200316,0.516981
3.34,-0.99491,0.210286,0.517033
3.35,-0.992807,0.220235,0.517085
3.36,-0.990605,0.230163,0.517136
3.37,-0.988303,0.240069,0.517188
3.38,-0.985902,0.249952,0.51724
3.39,-0.983403,0.259811,0.517291
3.4,-0.980805,0.269645,0.517343
3.41,-0.978108,0.279453,0.517395
3.42,-0.975314,0.289234,0.517447
3.43,-0.972421,0.298987,0.517498
3.44,-0.969432,0.308711,0.51755
3.45,-0.966344,0.318406,0.517602
3.46,-0.96316,0.328069,0.517654
3.47,-0.95988,0.337701,0.517705
3.48,-0.956503,0.347299,0.517757
3.49,-0.95303,0.356864,0.517809
3.5,-0.949461,0.366395,0.517861
3.51,-0.945797,0.375889,0.517913
3.52,-0.942038,0.385347,0.517964
3.53,-0.938185,0.394768,0.518016
3.54,-0.934237,0.40415,0.518068
3.55,-0.930196,0.413492,0.51812
3.56,-0.926061,0.422794,0.518172
3.57,-0.921833,0.432055,0.518223
3.58,-0.917512,0.441273,0.518275
3.59,-0.913099,0.450448,0.518327
3.6,-0.908595,0.459579,0.518379
3.61,-0.903999,0.468665,0.518431
3.62,-0.899313,0.477705,0.518483
3.63,-0.894535,0.486698,0.518534
3.64,-0.889669,0.495643,0.518586
3.65,-0.884712,0.50454,0.518638
3.66,-0.879667,0.513387,0.51869
3.67,-0.874533,0.522184,0.518742
3.68,-0.869311,0.530929,0.518794
3.69,-0.864002,0.539622,0.518846
3.7,-0.858605,0.548262,0.518897
3.71,-0.853123,0.556848,0.518949
3.72,-0.847554,0.56538,0.519001
3.73,-0.841901,0.573855,0.519053
3.74,-0.836162,0.582274,0.519105
3.75,-0.830339,0.590636,0.519157
3.76,-0.824433,0.598939,0.519209
3.77,-0.818444,0.607183,0.519261
3.78,-0.812372,0.615368,0.519313
3.79,-0.806218,0.623492,0.519365
3.8,-0.799983,0.631554,0.519417
3.81,-0.793668,0.639554,0.519469
3.82,-0.787272,0.64749,0.51952
3.83,-0.780797,0.655363,0.519572
3.84,-0.774243,0.663171,0.519624
3.85,-0.767612,0.670913,0.519676
3.86,-0.760903,0.67859,0.519728
3.87,-0.754117,0.686199,0.51978
3.88,-0.747255,0.69374,0.519832
3.89,-0.740317,0.701212,0.519884
3.9,-0.733305,0.708615,0.519936
3.91,-0.726219,0.715949,0.519988
3.92,-0.71906,0.723211,0.52004
3.93,-0.711827,0.730401,0.520092
3.94,-0.704523,0.73752,0.520144
3.95,-0.697148,0.744565,0.520196
3.96,-0.689703,0.751536,0.520248
3.97,-0.682187,0.758433,0.5203
3.98,-0.674603,0.765255,0.520352
3.99,-0.66695,0.772001,0.520404
4,-0.65923,0.778671,0.520456
4.01,-0.651444,0.785263,0.520508
4.02,-0.643591,0.791777,0.52056
4.03,-0.635673,0.798213,0.520613
4.04,-0.627691,0.80457,0.520665
4.05,-0.619645,0.810847,0.520717
4.06,-0.611537,0.817043,0.520769
4.07,-0.603366,0.823159,0.520821
4.08,-0.595135,0.829193,0.520873
4.09,-0.586843,0.835144,0.520925
4.1,-0.578492,0.841012,0.520977
4.11,-0.570081,0.846797,0.521029
4.12,-0.561613,0.852498,0.521081
4.13,-0.553088,0.858114,0.521133
4.14,-0.544507,0.863645,0.521185
4.15,-0.535871,0.86909,0.521238
4.16,-0.52718,0.874449,0.52129
4.17,-0.518435,0.879721,0.521342
4.18,-0.509638,0.884905,0.521394
4.19,-0.500789,0.890001,0.521446
4.2,-0.491889,0.895009,0.521498
4.21,-0.482939,0.899928,0.52155
4.22,-0.47394,0.904758,0.521603
4.23,-0.464892,0.909497,0.521655
4.24,-0.455797,0.914146,0.521707
4.25,-0.446656,0.918704,0.521759
4.26,-0.437469,0.92317,0.521811
4.27,-0.428237,0.927545,0.521863
4.28,-0.418962,0.931827,0.521916
4.29,-0.409643,0.936017,0.521968
4.3,-0.400283,0.940114,0.52202
4.31,-0.390882,0.944116,0.522072
4.32,-0.381441,0.948025,0.522124
4.33,-0.371961,0.95184,0.522177
4.34,-0.362442,0.955559,0.522229
4.35,-0.352887,0.959184,0.522281
4.36,-0.343295,0.962712,0.522333
4.37,-0.333668,0.966145,0.522386
4.38,-0.324006,0.969482,0.522438
4.39,-0.314311,0.972722,0.52249
4.4,-0.304584,0.975865,0.522542
4.41,-0.294826,0.978911,0.522595
4.42,-0.285036,0.981859,0.522647
4.43,-0.275218,0.98471,0.522699
4.44,-0.265371,0.987462,0.522751
4.45,-0.255496,0.990116,0.522804
4.46,-0.245595,0.992671,0.522856
4.47,-0.235668,0.995127,0.522908
4.48,-0.225717,0.997483,0.52296
4.49,-0.215742,0.99974,0.523013
4.5,-0.205745,1.0019,0.523065
4.51,-0.195726,1.00396,0.523117
4.52,-0.185686,1.00591,0.52317
4.53,-0.175627,1.00777,0.523222
4.54,-0.165549,1.00953,0.523274
4.55,-0.155454,1.01118,0.523327
4.56,-0.145342,1.01274,0.523379
4.57,-0.135215,1.01419,0.523431
4.58,-0.125073,1.01554,0.523484
4.59,-0.114918,1.01679,0.523536
4.6,-0.10475,1.01794,0.523588
4.61,-0.0945704,1.01899,0.523641
4.62,-0.0843805,1.01993,0.523693
4.63,-0.0741811,1.02078,0.523745
4.64,-0.0639734,1.02152,0.523798
4.65,-0.0537582,1.02216,0.52385
4.66,-0.0435366,1.0227,0.523903
4.67,-0.0333096,1.02313,0.523955
4.68,-0.0230783,1.02347,0.524007
4.69,-0.0128436,1.0237,0.52406
4.7,-0.00260663,1.02382,0.524112
4.71,0.00763162,1.02385,0.524165
4.72,0.0178701,1.02377,0.524217
4.73,0.0281079,1.0236,0.524269
4.74,0.0383438,1.02331,0.524322
4.75,0.048577,1.02293,0.524374
4.76,0.0588063,1.02245,0.524427
4.77,0.0690308,1.02186,0.524479
4.78,0.0792493,1.02117,0.524532
4.79,0.089461,1.02037,0.524584
4.8,0.0996648,1.01948,0.524637
4.81,0.10986,1.01848,0.524689
4.82,0.120044,1.01739,0.524741
4.83,0.130218,1.01618,0.524794
4.84,0.14038,1.01488,0.524846
4.85,0.150529,1.01348,0.524899
4.86,0.160664,1.01197,0.524951
4.87,0.170783,1.01037,0.525004
4.88,0.180887,1.00866,0.525056
4.89,0.190974,1.00685,0.525109
4.9,0.201042,1.00494,0.525161
4.91,0.211092,1.00293,0.525214
4.92,0.221121,1.00082,0.525266
4.93,0.231129,0.998608,0.525319
4.94,0.241115,0.996296,0.525371
4.95,0.251078,0.993885,0.525424
4.96,0.261017,0.991374,0.525477
4.97,0.270931,0.988764,0.525529
4.98,0.280818,0.986055,0.525582
4.99,0.290679,0.983247,0.525634
5,0.300511,0.98034,0.525687
5.01,0.310315,0.977335,0.525739
5.02,0.320088,0.974232,0.525792
5.03,0.32983,0.971031,0.525845
5.04,0.339541,0.967733,0.525897
5.05,0.349218,0.964337,0.52595
5.06,0.358861,0.960845,0.526002
5.07,0.36847,0.957256,0.526055
5.08,0.378042,0.953572,0.526107
5.09,0.387578,0.949791,0.52616
5.1,0.397076,0.945915,0.526213
5.11,0.406535,0.941945,0.526265
5.12,0.415955,0.937879,0.526318
5.13,0.425333,0.93372,0.526371
5.14,0.434671,0.929466,0.526423
5.15,0.443965,0.92512,0.526476
5.16,0.453217,0.92068,0.526529
5.17,0.462423,0.916148,0.526581
5.18,0.471585,0.911524,0.526634
5.19,0.4807,0.906808,0.526687
5.2,0.489768,0.902001,0.526739
5.21,0.498788,0.897103,0.526792
5.22,0.507759,0.892115,0.526845
5.23,0.51668,0.887038,0.526897
5.24,0.525551,0.881871,0.52695
5.25,0.534369,0.876615,0.527003
5.26,0.543136,0.871272,0.527055
5.27,0.551848,0.86584,0.527108
5.28,0.560507,0.860322,0.527161
5.29,0.56911,0.854717,0.527213
5.3,0.577657,0.849026,0.527266
5.31,0.586147,0.843249,0.527319
5.32,0.59458,0.837388,0.527372
5.33,0.602954,0.831442,0.527424
5.34,0.611268,0.825412,0.527477
5.35,0.619522,0.8193,0.52753
5.36,0.627715,0.813104,0.527583
5.37,0.635846,0.806827,0.527635
5.38,0.643915,0.800469,0.527688
5.39,0.651919,0.79403,0.527741
5.4,0.65986,0.78751,0.527794
5.41,0.667735,0.780912,0.527846
5.42,0.675544,0.774234,0.527899
5.43,0.683286,0.767479,0.527952
5.44,0.690961,0.760646,0.528005
5.45,0.698567,0.753737,0.528058
5.46,0.706105,0.746751,0.52811
5.47,0.713572,0.73969,0.528163
5.48,0.720969,0.732554,0.528216
5.49,0.728295,0.725344,0.528269
5.5,0.735548,0.718062,0.528322
5.51,0.742729,0.710706,0.528375
5.52,0.749836,0.703279,0.528427
5.53,0.756869,0.69578,0.52848
5.54,0.763826,0.688212,0.528533
5.55,0.770708,0.680573,0.528586
5.56,0.777514,0.672866,0.528639
5.57,0.784243,0.665091,0.528692
5.58,0.790894,0.657249,0.528744
5.59,0.797466,0.64934,0.528797
5.6,0.80396,0.641365,0.52885
5.61,0.810373,0.633326,0.528903
5.62,0.816707,0.625222,0.528956
5.63,0.822959,0.617055,0.529009
5.64,0.829129,0.608825,0.529062
5.65,0.835218,0.600534,0.529115
5.66,0.841223,0.592182,0.529168
5.67,0.847145,0.583769,0.529221
5.68,0.852982,0.575298,0.529273
5.69,0.858735,0.566768,0.529326
5.7,0.864403,0.558181,0.529379
5.71,0.869985,0.549537,0.529432
5.72,0.87548,0.540837,0.529485
5.73,0.880889,0.532082,0.529538
5.74,0.88621,0.523273,0.529591
5.75,0.891442,0.514411,0.529644
5.76,0.896586,0.505497,0.529697
5.77,0.901641,0.496531,0.52975
5.78,0.906607,0.487515,0.529803
5.79,0.911482,0.478448,0.529856
5.8,0.916266,0.469334,0.529909
5.81,0.92096,0.460171,0.529962
5.82,0.925561,0.450961,0.530015
5.83,0.930071,0.441706,0.530068
5.84,0.934488,0.432405,0.530121
5.85,0.938812,0.42306,0.530174
5.86,0.943043,0.413672,0.530227
5.87,0.947179,0.404242,0.53028
5.88,0.951222,0.39477,0.530333
5.89,0.955169,0.385258,0.530386
5.9,0.959022,0.375706,0.530439
5.91,0.962779,0.366116,0.530492
5.92,0.96644,0.356488,0.530545
5.93,0.970005,0.346823,0.530598
5.94,0.973473,0.337123,0.530651
5.95,0.976845,0.327389,0.530704
5.96,0.980118,0.31762,0.530757
5.97,0.983295,0.307819,0.530811
5.98,0.986373,0.297986,0.530864
5.99,0.989353,0.288122,0.530917
6,0.992234,0.278229,0.53097
6.01,0.995016,0.268307,0.531023
6.02,0.997699,0.258356,0.531076
6.03,1.00028,0.248379,0.531129
6.04,1.00277,0.238377,0.531182
6.05,1.00515,0.228349,0.531235
6.06,1.00743,0.218297,0.531288
6.07,1.00962,0.208223,0.531342
6.08,1.0117,0.198127,0.531395
6.09,1.01368,0.18801,0.531448
6.1,1.01556,0.177873,0.531501
6.11,1.01734,0.167717,0.531554
6.12,1.01902,0.157544,0.531607
6.13,1.02059,0.147354,0.53166
6.14,1.02207,0.137148,0.531714
6.15,1.02344,0.126927,0.531767
6.16,1.02471,0.116693,0.53182
6.17,1.02587,0.106446,0.531873
6.18,1.02694,0.0961872,0.531926
6.19,1.0279,0.0859178,0.53198
6.2,1.02876,0.0756388,0.532033
6.21,1.02951,0.0653512,0.532086
6.22,1.03017,0.0550561,0.532139
6.23,1.03072,0.0447544,0.532192
6.24,1.03117,0.0344472,0.532246
6.25,1.03151,0.0241355,0.532299
6.26,1.03175,0.0138204,0.532352
6.27,1.03189,0.0035029,0.532405
6.28,1.03193,-0.00681601,0.532458
6.29,1.03186,-0.0171353,0.532512
6.3,1.03169,-0.0274538,0.532565
6.31,1.03141,-0.0377707,0.532618
6.32,1.03103,-0.0480848,0.532672
6.33,1.03055,-0.0583952,0.532725
6.34,1.02997,-0.0687007,0.532778
6.35,1.02928,-0.0790004,0.532831
6.36,1.02849,-0.0892932,0.532885
6.37,1.0276,-0.0995781,0.532938
6.38,1.0266,-0.109854,0.532991
6.39,1.0255,-0.12012,0.533044
6.4,1.0243,-0.130375,0.533098
6.41,1.023,-0.140618,0.533151
6.42,1.02159,-0.150848,0.533204
6.43,1.02009,-0.161064,0.533258
6.44,1.01847,-0.171265,0.533311
6.45,1.01676,-0.18145,0.533364
6.46,1.01495,-0.191617,0.533418
6.47,1.01303,-0.201767,0.533471
6.48,1.01101,-0.211897,0.533524
6.49,1.00889,-0.222007,0.533578
6.5,1.00667,-0.232096,0.533631
6.51,1.00435,-0.242163,0.533684
6.52,1.00193,-0.252207,0.533738
6.53,0.99941,-0.262226,0.533791
6.54,0.996788,-0.27222,0.533845
6.55,0.994065,-0.282188,0.533898
6.56,0.991244,-0.292128,0.533951
6.57,0.988322,-0.302041,0.534005
6.58,0.985302,-0.311924,0.534058
6.59,0.982183,-0.321777,0.534112
6.6,0.978965,-0.331599,0.534165
6.61,0.975649,-0.341389,0.534218
6.62,0.972235,-0.351145,0.534272
6.63,0.968723,-0.360867,0.534325
6.64,0.965115,-0.370555,0.534379
6.65,0.961409,-0.380206,0.534432
6.66,0.957607,-0.38982,0.534486
6.67,0.953709,-0.399396,0.534539
6.68,0.949715,-0.408933,0.534592
6.69,0.945626,-0.41843,0.534646
6.7,0.941441,-0.427887,0.534699
6.71,0.937163,-0.437301,0.534753
6.72,0.93279,-0.446673,0.534806
6.73,0.928323,-0.456,0.53486
6.74,0.923763,-0.465284,0.534913
6.75,0.91911,-0.474521,0.534967
6.76,0.914365,-0.483712,0.53502
6.77,0.909528,-0.492856,0.535074
6.78,0.904599,-0.501951,0.535127
6.79,0.89958,-0.510997,0.535181
6.8,0.89447,-0.519993,0.535234
6.81,0.88927,-0.528938,0.535288
6.82,0.88398,-0.537831,0.535341
6.83,0.878602,-0.54667,0.535395
6.84,0.873135,-0.555456,0.535448
6.85,0.867581,-0.564188,0.535502
6.86,0.861939,-0.572863,0.535556
6.87,0.85621,-0.581483,0.535609
6.88,0.850395,-0.590045,0.535663
6.89,0.844495,-0.598549,0.535716
6.9,0.838509,-0.606994,0.53577
6.91,0.83244,-0.615379,0.535823
6.92,0.826286,-0.623703,0.535877
6.93,0.820049,-0.631966,0.535931
6.94,0.813729,-0.640167,0.535984
6.95,0.807327,-0.648304,0.536038
6.96,0.800844,-0.656377,0.536091
